evaluation_id,protocol_id,task_identity_id,dataset_artifact_id,suite_id,dataset_id,task_name,task_family,target,sample_unit,task_type,num_samples,endpoint,metric,direction,protocol,reference_url,audit_status,audit_notes
virchow2g2024.hest-idc.hest-idc.virchow2-hest-random-forest-cls-mean.pearson-r,virchow2g2024.hest-idc.hest-idc.virchow2-hest-random-forest-cls-mean.pearson-r,task.hest-idc.hest-idc,artifact.hest-idc,virchow2g_paper,hest-idc,HEST IDC,spatial_transcriptomics,top_50_variable_genes,spatial_transcriptomics_spot,regression,not_reported_by_task,gene_expression_prediction,pearson_r,higher,virchow2_hest_random_forest_cls-mean,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.hest-idc.hest-idc.virchow2-hest-random-forest-cls-only.pearson-r,virchow2g2024.hest-idc.hest-idc.virchow2-hest-random-forest-cls-only.pearson-r,task.hest-idc.hest-idc,artifact.hest-idc,virchow2g_paper,hest-idc,HEST IDC,spatial_transcriptomics,top_50_variable_genes,spatial_transcriptomics_spot,regression,not_reported_by_task,gene_expression_prediction,pearson_r,higher,virchow2_hest_random_forest_cls-only,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.hest-lidc.hest-lidc.virchow2-hest-random-forest-cls-mean.pearson-r,virchow2g2024.hest-lidc.hest-lidc.virchow2-hest-random-forest-cls-mean.pearson-r,task.hest-lidc.hest-lidc,artifact.hest-lidc,virchow2g_paper,hest-lidc,HEST LIDC,spatial_transcriptomics,top_50_variable_genes,spatial_transcriptomics_spot,regression,not_reported_by_task,gene_expression_prediction,pearson_r,higher,virchow2_hest_random_forest_cls-mean,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.hest-lidc.hest-lidc.virchow2-hest-random-forest-cls-only.pearson-r,virchow2g2024.hest-lidc.hest-lidc.virchow2-hest-random-forest-cls-only.pearson-r,task.hest-lidc.hest-lidc,artifact.hest-lidc,virchow2g_paper,hest-lidc,HEST LIDC,spatial_transcriptomics,top_50_variable_genes,spatial_transcriptomics_spot,regression,not_reported_by_task,gene_expression_prediction,pearson_r,higher,virchow2_hest_random_forest_cls-only,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.hest-luad.hest-luad.virchow2-hest-random-forest-cls-mean.pearson-r,virchow2g2024.hest-luad.hest-luad.virchow2-hest-random-forest-cls-mean.pearson-r,task.hest-luad.hest-luad,artifact.hest-luad,virchow2g_paper,hest-luad,HEST LUAD,spatial_transcriptomics,top_50_variable_genes,spatial_transcriptomics_spot,regression,not_reported_by_task,gene_expression_prediction,pearson_r,higher,virchow2_hest_random_forest_cls-mean,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.hest-luad.hest-luad.virchow2-hest-random-forest-cls-only.pearson-r,virchow2g2024.hest-luad.hest-luad.virchow2-hest-random-forest-cls-only.pearson-r,task.hest-luad.hest-luad,artifact.hest-luad,virchow2g_paper,hest-luad,HEST LUAD,spatial_transcriptomics,top_50_variable_genes,spatial_transcriptomics_spot,regression,not_reported_by_task,gene_expression_prediction,pearson_r,higher,virchow2_hest_random_forest_cls-only,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.hest-paad.hest-paad.virchow2-hest-random-forest-cls-mean.pearson-r,virchow2g2024.hest-paad.hest-paad.virchow2-hest-random-forest-cls-mean.pearson-r,task.hest-paad.hest-paad,artifact.hest-paad,virchow2g_paper,hest-paad,HEST PAAD,spatial_transcriptomics,top_50_variable_genes,spatial_transcriptomics_spot,regression,not_reported_by_task,gene_expression_prediction,pearson_r,higher,virchow2_hest_random_forest_cls-mean,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.hest-paad.hest-paad.virchow2-hest-random-forest-cls-only.pearson-r,virchow2g2024.hest-paad.hest-paad.virchow2-hest-random-forest-cls-only.pearson-r,task.hest-paad.hest-paad,artifact.hest-paad,virchow2g_paper,hest-paad,HEST PAAD,spatial_transcriptomics,top_50_variable_genes,spatial_transcriptomics_spot,regression,not_reported_by_task,gene_expression_prediction,pearson_r,higher,virchow2_hest_random_forest_cls-only,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.hest-prad.hest-prad.virchow2-hest-random-forest-cls-mean.pearson-r,virchow2g2024.hest-prad.hest-prad.virchow2-hest-random-forest-cls-mean.pearson-r,task.hest-prad.hest-prad,artifact.hest-prad,virchow2g_paper,hest-prad,HEST PRAD,spatial_transcriptomics,top_50_variable_genes,spatial_transcriptomics_spot,regression,not_reported_by_task,gene_expression_prediction,pearson_r,higher,virchow2_hest_random_forest_cls-mean,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.hest-prad.hest-prad.virchow2-hest-random-forest-cls-only.pearson-r,virchow2g2024.hest-prad.hest-prad.virchow2-hest-random-forest-cls-only.pearson-r,task.hest-prad.hest-prad,artifact.hest-prad,virchow2g_paper,hest-prad,HEST PRAD,spatial_transcriptomics,top_50_variable_genes,spatial_transcriptomics_spot,regression,not_reported_by_task,gene_expression_prediction,pearson_r,higher,virchow2_hest_random_forest_cls-only,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.hest-read.hest-read.virchow2-hest-random-forest-cls-mean.pearson-r,virchow2g2024.hest-read.hest-read.virchow2-hest-random-forest-cls-mean.pearson-r,task.hest-read.hest-read,artifact.hest-read,virchow2g_paper,hest-read,HEST READ,spatial_transcriptomics,top_50_variable_genes,spatial_transcriptomics_spot,regression,not_reported_by_task,gene_expression_prediction,pearson_r,higher,virchow2_hest_random_forest_cls-mean,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.hest-read.hest-read.virchow2-hest-random-forest-cls-only.pearson-r,virchow2g2024.hest-read.hest-read.virchow2-hest-random-forest-cls-only.pearson-r,task.hest-read.hest-read,artifact.hest-read,virchow2g_paper,hest-read,HEST READ,spatial_transcriptomics,top_50_variable_genes,spatial_transcriptomics_spot,regression,not_reported_by_task,gene_expression_prediction,pearson_r,higher,virchow2_hest_random_forest_cls-only,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.hest-skcm.hest-skcm.virchow2-hest-random-forest-cls-mean.pearson-r,virchow2g2024.hest-skcm.hest-skcm.virchow2-hest-random-forest-cls-mean.pearson-r,task.hest-skcm.hest-skcm,artifact.hest-skcm,virchow2g_paper,hest-skcm,HEST SKCM,spatial_transcriptomics,top_50_variable_genes,spatial_transcriptomics_spot,regression,not_reported_by_task,gene_expression_prediction,pearson_r,higher,virchow2_hest_random_forest_cls-mean,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.hest-skcm.hest-skcm.virchow2-hest-random-forest-cls-only.pearson-r,virchow2g2024.hest-skcm.hest-skcm.virchow2-hest-random-forest-cls-only.pearson-r,task.hest-skcm.hest-skcm,artifact.hest-skcm,virchow2g_paper,hest-skcm,HEST SKCM,spatial_transcriptomics,top_50_variable_genes,spatial_transcriptomics_spot,regression,not_reported_by_task,gene_expression_prediction,pearson_r,higher,virchow2_hest_random_forest_cls-only,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.mhist.mhist.virchow2-linear-probe-cls-mean.weighted-f1,virchow2g2024.mhist.mhist.virchow2-linear-probe-cls-mean.weighted-f1,task.mhist.mhist,artifact.mhist,virchow2g_paper,mhist,MHIST,tile_classification,MHIST,tile,classification,3152,tile_level_classification,weighted_f1,higher,virchow2_linear_probe_cls-mean,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.mhist.mhist.virchow2-linear-probe-cls-only.weighted-f1,virchow2g2024.mhist.mhist.virchow2-linear-probe-cls-only.weighted-f1,task.mhist.mhist,artifact.mhist,virchow2g_paper,mhist,MHIST,tile_classification,MHIST,tile,classification,3152,tile_level_classification,weighted_f1,higher,virchow2_linear_probe_cls-only,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.midog.midog.virchow2-linear-probe-cls-mean.weighted-f1,virchow2g2024.midog.midog.virchow2-linear-probe-cls-mean.weighted-f1,task.midog.midog,artifact.midog,virchow2g_paper,midog,MIDOG,tile_classification,MIDOG,tile,classification,21806,tile_level_classification,weighted_f1,higher,virchow2_linear_probe_cls-mean,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.midog.midog.virchow2-linear-probe-cls-only.weighted-f1,virchow2g2024.midog.midog.virchow2-linear-probe-cls-only.weighted-f1,task.midog.midog,artifact.midog,virchow2g_paper,midog,MIDOG,tile_classification,MIDOG,tile,classification,21806,tile_level_classification,weighted_f1,higher,virchow2_linear_probe_cls-only,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.pcam.pcam.virchow2-linear-probe-cls-mean.weighted-f1,virchow2g2024.pcam.pcam.virchow2-linear-probe-cls-mean.weighted-f1,task.pcam.pcam,artifact.pcam,virchow2g_paper,pcam,PCam,tile_classification,PCam,tile,classification,327680,tile_level_classification,weighted_f1,higher,virchow2_linear_probe_cls-mean,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.pcam.pcam.virchow2-linear-probe-cls-only.weighted-f1,virchow2g2024.pcam.pcam.virchow2-linear-probe-cls-only.weighted-f1,task.pcam.pcam,artifact.pcam,virchow2g_paper,pcam,PCam,tile_classification,PCam,tile,classification,327680,tile_level_classification,weighted_f1,higher,virchow2_linear_probe_cls-only,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.tils.tils.virchow2-linear-probe-cls-mean.weighted-f1,virchow2g2024.tils.tils.virchow2-linear-probe-cls-mean.weighted-f1,task.tils.tils,artifact.tils,virchow2g_paper,tils,TILS,tile_classification,TILS,tile,classification,304097,tile_level_classification,weighted_f1,higher,virchow2_linear_probe_cls-mean,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.tils.tils.virchow2-linear-probe-cls-only.weighted-f1,virchow2g2024.tils.tils.virchow2-linear-probe-cls-only.weighted-f1,task.tils.tils,artifact.tils,virchow2g_paper,tils,TILS,tile_classification,TILS,tile,classification,304097,tile_level_classification,weighted_f1,higher,virchow2_linear_probe_cls-only,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.wilds.wilds.virchow2-linear-probe-cls-mean.weighted-f1,virchow2g2024.wilds.wilds.virchow2-linear-probe-cls-mean.weighted-f1,task.wilds.wilds,artifact.wilds,virchow2g_paper,wilds,WILDS,tile_classification,WILDS,tile,classification,455954,tile_level_classification,weighted_f1,higher,virchow2_linear_probe_cls-mean,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.wilds.wilds.virchow2-linear-probe-cls-only.weighted-f1,virchow2g2024.wilds.wilds.virchow2-linear-probe-cls-only.weighted-f1,task.wilds.wilds,artifact.wilds,virchow2g_paper,wilds,WILDS,tile_classification,WILDS,tile,classification,455954,tile_level_classification,weighted_f1,higher,virchow2_linear_probe_cls-only,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
hest.hoptimus1report2025.ccrcc.gene_expression,hest.hoptimus1report2025.ccrcc.gene_expression,task.hest.ccrcc.ccrcc-morphology-to-gene-expression,artifact.hest.ccrcc,hest,ccrcc,CCRCC morphology-to-gene-expression,spatial_transcriptomics,expression of 50 highly variable genes,spatial_transcriptomics_spot,regression,not_reported,hoptimus1_report_2025_frozen_features,pearson_r,higher,Exact HEST procedure; CLS-token embedding; Pearson correlation.,https://www.bioptimus.com/news/bioptimus-launches-h-optimus-1,parsed_primary_source,Public HEST leaf cell under the report-version protocol.
hest.hoptimus1report2025.coad.gene_expression,hest.hoptimus1report2025.coad.gene_expression,task.hest.coad.coad-morphology-to-gene-expression,artifact.hest.coad,hest,coad,COAD morphology-to-gene-expression,spatial_transcriptomics,expression of 50 highly variable genes,spatial_transcriptomics_spot,regression,not_reported,hoptimus1_report_2025_frozen_features,pearson_r,higher,Exact HEST procedure; CLS-token embedding; Pearson correlation.,https://www.bioptimus.com/news/bioptimus-launches-h-optimus-1,parsed_primary_source,Public HEST leaf cell under the report-version protocol.
hest.hoptimus1report2025.idc.gene_expression,hest.hoptimus1report2025.idc.gene_expression,task.hest.idc.idc-morphology-to-gene-expression,artifact.hest.idc,hest,idc,IDC morphology-to-gene-expression,spatial_transcriptomics,expression of 50 highly variable genes,spatial_transcriptomics_spot,regression,not_reported,hoptimus1_report_2025_frozen_features,pearson_r,higher,Exact HEST procedure; CLS-token embedding; Pearson correlation.,https://www.bioptimus.com/news/bioptimus-launches-h-optimus-1,parsed_primary_source,Public HEST leaf cell under the report-version protocol.
hest.hoptimus1report2025.lung.gene_expression,hest.hoptimus1report2025.lung.gene_expression,task.hest.lung.lung-morphology-to-gene-expression,artifact.hest.lung,hest,lung,LUNG morphology-to-gene-expression,spatial_transcriptomics,expression of 50 highly variable genes,spatial_transcriptomics_spot,regression,not_reported,hoptimus1_report_2025_frozen_features,pearson_r,higher,Exact HEST procedure; CLS-token embedding; Pearson correlation.,https://www.bioptimus.com/news/bioptimus-launches-h-optimus-1,parsed_primary_source,Public HEST leaf cell under the report-version protocol.
hest.hoptimus1report2025.lymph_idc.gene_expression,hest.hoptimus1report2025.lymph_idc.gene_expression,task.hest.lymph_idc.lymph-idc-morphology-to-gene-expression,artifact.hest.lymph_idc,hest,lymph_idc,LYMPH_IDC morphology-to-gene-expression,spatial_transcriptomics,expression of 50 highly variable genes,spatial_transcriptomics_spot,regression,not_reported,hoptimus1_report_2025_frozen_features,pearson_r,higher,Exact HEST procedure; CLS-token embedding; Pearson correlation.,https://www.bioptimus.com/news/bioptimus-launches-h-optimus-1,parsed_primary_source,Public HEST leaf cell under the report-version protocol.
hest.hoptimus1report2025.paad.gene_expression,hest.hoptimus1report2025.paad.gene_expression,task.hest.paad.paad-morphology-to-gene-expression,artifact.hest.paad,hest,paad,PAAD morphology-to-gene-expression,spatial_transcriptomics,expression of 50 highly variable genes,spatial_transcriptomics_spot,regression,not_reported,hoptimus1_report_2025_frozen_features,pearson_r,higher,Exact HEST procedure; CLS-token embedding; Pearson correlation.,https://www.bioptimus.com/news/bioptimus-launches-h-optimus-1,parsed_primary_source,Public HEST leaf cell under the report-version protocol.
hest.hoptimus1report2025.prad.gene_expression,hest.hoptimus1report2025.prad.gene_expression,task.hest.prad.prad-morphology-to-gene-expression,artifact.hest.prad,hest,prad,PRAD morphology-to-gene-expression,spatial_transcriptomics,expression of 50 highly variable genes,spatial_transcriptomics_spot,regression,not_reported,hoptimus1_report_2025_frozen_features,pearson_r,higher,Exact HEST procedure; CLS-token embedding; Pearson correlation.,https://www.bioptimus.com/news/bioptimus-launches-h-optimus-1,parsed_primary_source,Public HEST leaf cell under the report-version protocol.
hest.hoptimus1report2025.read.gene_expression,hest.hoptimus1report2025.read.gene_expression,task.hest.read.read-morphology-to-gene-expression,artifact.hest.read,hest,read,READ morphology-to-gene-expression,spatial_transcriptomics,expression of 50 highly variable genes,spatial_transcriptomics_spot,regression,not_reported,hoptimus1_report_2025_frozen_features,pearson_r,higher,Exact HEST procedure; CLS-token embedding; Pearson correlation.,https://www.bioptimus.com/news/bioptimus-launches-h-optimus-1,parsed_primary_source,Public HEST leaf cell under the report-version protocol.
hest.hoptimus1report2025.skcm.gene_expression,hest.hoptimus1report2025.skcm.gene_expression,task.hest.skcm.skcm-morphology-to-gene-expression,artifact.hest.skcm,hest,skcm,SKCM morphology-to-gene-expression,spatial_transcriptomics,expression of 50 highly variable genes,spatial_transcriptomics_spot,regression,not_reported,hoptimus1_report_2025_frozen_features,pearson_r,higher,Exact HEST procedure; CLS-token embedding; Pearson correlation.,https://www.bioptimus.com/news/bioptimus-launches-h-optimus-1,parsed_primary_source,Public HEST leaf cell under the report-version protocol.
hoptimus1report2025.braf_crc.cptac_coad.abmil_auc,hoptimus1report2025.braf_crc.cptac_coad.abmil_auc,task.hoptimus1report.braf_crc.cptac_coad.abmil_auc,artifact.hoptimus1report.cptac_coad,hoptimus1_report,cptac_coad,braf_crc.cptac_coad.abmil_auc,slide_biomarker_or_classification,slide_biomarker_or_classification,slide,classification,not_reported,hoptimus1_report_2025_frozen_features,auroc,higher,Frozen CLS-token features; ten ABMIL heads; training-step selection by five-fold cross-validation; AUROC.,https://www.bioptimus.com/news/bioptimus-launches-h-optimus-1,parsed_primary_source,Dataset access is not established as a versioned downloadable public benchmark in the official report; retained audit-only.
